Nome,Escolaridade,Número,Aptidão,Coligação
Rodrigão do Volêi,Superior completo,4514,Deferido (Apto),PSDB-PSD-DEM-PP
Rodrigo Agostinho,Superior completo,4015,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Rodrigo Chizolini,Superior completo,5090,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Rodrigo di Menor,Superior completo,7035,Deferido (Apto),AVANTE
Rodrigo Junqueira,Superior completo,1709,Deferido (Apto),PSL
Rodrigo Ramos,Ensino Médio completo,7019,Deferido (Apto),AVANTE
Rodrigo Rosario,Superior incompleto,9088,Deferido (Apto),PROS
Rodrigo Scardelato,Superior incompleto,4370,Deferido (Apto),PV
Rodrigues Bombeiro,Superior completo,5167,Deferido (Apto),PATRI
Roger,Superior completo,1878,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Rogerio,Superior completo,5456,Deferido (Apto),PPL
Rogerio Felippe,Ensino Médio completo,2771,Indeferido (Inapto),DC
Rogerio Gomes,Superior completo,2805,Deferido (Apto),PRTB
Rogerio Lopes,Ensino Fundamental completo,5145,Deferido (Apto),PATRI
Rogério Reame,Superior incompleto,1736,Deferido (Apto),PSL
Rogério Santana,Superior completo,1811,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Romeu Casadei,Ensino Fundamental completo,4418,Deferido (Apto),PRP
Romeu Tuma,Superior completo,1079,Deferido (Apto),PRB
Romildo Barriga,Ensino Médio completo,7066,Deferido (Apto),AVANTE
Romildo Silva,Ensino Médio completo,7085,Deferido (Apto),AVANTE
Ronaldo Lacerda,Ensino Médio completo,1315,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Roni Muniz,Ensino Médio incompleto,9083,Deferido (Apto),PROS
Roni Reis,Ensino Médio completo,3644,Deferido (Apto),PTC
Roque Ferreira,Superior incompleto,5068,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Rosa di Picoli,Superior incompleto,4488,Deferido (Apto),PRP
Rosa Maciel,Superior incompleto,2819,Indeferido com recurso (Apto),PRTB
Rosa Maria Vieira,Superior completo,4341,Renúncia (Inapto),PV
Rosa Oliveira,Superior completo,1388,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Rosa Ribeiro,Ensino Fundamental completo,2871,Indeferido com recurso (Apto),PRTB
Rosália,Ensino Médio completo,4474,Deferido (Apto),PRP
Rosana Valle,Superior completo,4077,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Rosane Santos,Superior incompleto,4302,Deferido (Apto),PV
Rosangela de Almeida,Ensino Médio incompleto,1531,Deferido (Apto),MDB
Rosangela Muniz,Superior completo,3122,Indeferido com recurso (Apto),UNIDOS POR SÃO PAULO
Rose Lava Pés,Ensino Fundamental incompleto,5453,Deferido (Apto),PPL
Rosemeire Martins,Ensino Médio completo,1980,Deferido (Apto),UNIDOS POR SÃO PAULO
Rosicleide Oliveira,Superior incompleto,2854,Deferido (Apto),PRTB
Rosileide Santos,Ensino Médio completo,5171,Deferido (Apto),PATRI
Rossini,Superior completo,4333,Deferido (Apto),PV
Rubens Proença,Ensino Fundamental completo,1039,Deferido (Apto),PRB
Rubens Rodriguesd,Superior completo,2700,Indeferido com recurso (Apto),DC
Rubens Tripoli,Ensino Médio completo,4565,Deferido (Apto),PSDB-PSD-DEM-PP
Rui da Paz,Superior incompleto,1989,Deferido (Apto),UNIDOS POR SÃO PAULO
Rui Falcão,Superior completo,1313,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Rutinha da Saúde,Ensino Fundamental incompleto,5156,Deferido (Apto),PATRI
Sakai,Superior incompleto,3500,Indeferido (Inapto),UNIDOS POR SÃO PAULO
Salsicha(José Matos),Superior incompleto,3399,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Samanta Duarte Nogueira,Superior completo,4545,Deferido (Apto),PSDB-PSD-DEM-PP
Samantha Constanza,Superior completo,3150,Deferido (Apto),UNIDOS POR SÃO PAULO
Samantha Dias,Superior incompleto,4361,Deferido (Apto),PV
Sambiase,Superior completo,5137,Deferido (Apto),PATRI
Sâmia Bomfim,Superior completo,5000,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Samira Jorgov,Ensino Médio completo,5550,Deferido (Apto),PSDB-PSD-DEM-PP
Sampaio,Ensino Fundamental completo,4078,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Sampell Proteção Animal,Superior completo,7708,Deferido (Apto),SOLIDARIEDADE
Samuel Moreira,Superior completo,4580,Deferido (Apto),PSDB-PSD-DEM-PP
Sanclear Cruz,Superior completo,1328,Indeferido com recurso (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Sandra Fernandes,Superior completo,3028,Deferido (Apto),NOVO
Sandra Gonçalves,Superior completo,3080,Deferido (Apto),NOVO
Sandra Whitaker,Superior completo,1043,Deferido (Apto),PRB
Santana,Superior incompleto,1323,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Sara Jane Zanetti,Ensino Médio completo,1877,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Sargento Alan,Superior completo,7040,Deferido (Apto),AVANTE
Sargento Alexandre,Superior completo,1933,Deferido (Apto),UNIDOS POR SÃO PAULO
Sargento Carlão,Superior completo,4490,Deferido (Apto),PRP
Sargento Ceolin,Superior completo,7094,Deferido (Apto),AVANTE
Sargento Henrique( Passarinho),Superior incompleto,9039,Deferido (Apto),PROS
Sargento J Junior,Superior completo,7008,Deferido (Apto),AVANTE
Sargento Lago,Superior completo,1916,Deferido (Apto),UNIDOS POR SÃO PAULO
Sargento Lira,Ensino Médio completo,2820,Indeferido com recurso (Apto),PRTB
Sargento Lobo,Ensino Médio completo,7722,Deferido (Apto),SOLIDARIEDADE
Sargento Lopes,Superior completo,1985,Deferido (Apto),UNIDOS POR SÃO PAULO
Sargento Maiolini,Ensino Médio completo,7018,Deferido (Apto),AVANTE
Sargento Martins,Superior completo,3365,Indeferido com recurso (Apto),Coligação Mobilização Sustentável por São Paulo
Sargento Moraes,Ensino Médio completo,9014,Deferido (Apto),PROS
Sargento Narimoto China,Superior completo,9097,Deferido (Apto),PROS
Sargento Renato,Superior completo,7014,Deferido (Apto),AVANTE
Saturnino de Brito,Ensino Fundamental completo,1535,Deferido (Apto),MDB
Saulo Goes,Superior completo,9023,Deferido (Apto),PROS
Scabora,Superior completo,2799,Indeferido com recurso (Apto),DC
Selma de Moraes,Superior completo,1541,Deferido (Apto),MDB
Selma de Oliveira,Superior incompleto,9018,Deferido (Apto),PROS
Selma Mendes,Ensino Fundamental completo,9087,Deferido (Apto),PROS
Selma Rodrigues,Lê e escreve,1768,Deferido (Apto),PSL
Serginho,Ensino Médio completo,1942,Deferido (Apto),UNIDOS POR SÃO PAULO
Sergio Cury,Superior completo,5122,Deferido (Apto),PATRI
Sérgio Gonçalves,Superior incompleto,7032,Deferido (Apto),AVANTE
Sergio Levy,Superior completo,4461,Deferido (Apto),PRP
Sergio Santana,Ensino Médio completo,2290,Deferido (Apto),PR
Sergio Torres,Superior completo,3320,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Serrão,Superior incompleto,7045,Deferido (Apto),AVANTE
Setima Araujo,Superior completo,1331,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Severino Laurentino,Superior completo,9024,Deferido (Apto),PROS
Severino Ramos,Ensino Médio completo,4430,Indeferido (Inapto),PRP
Severo,Ensino Fundamental completo,4466,Deferido (Apto),PRP
Sgt Domarascki Boina Negra,Ensino Médio completo,2711,Indeferido com recurso (Apto),DC
Shakespeare Carvalho,Superior completo,1033,Deferido (Apto),PRB
Shirley Silverio,Superior incompleto,1630,Deferido (Apto),PSTU
Sidnei Silva,Superior completo,5089,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Sidney Guedes,Ensino Fundamental completo,3377,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Silas Carlos,Ensino Médio completo,1260,Deferido (Apto),PDT
Silas Moreira,Ensino Médio completo,5169,Deferido (Apto),PATRI
Silvana + Saúde,Superior incompleto,3519,Deferido (Apto),UNIDOS POR SÃO PAULO
Silvana da Prefeitura,Superior incompleto,5195,Deferido (Apto),PATRI
Silvana Marques,Ensino Médio completo,7052,Deferido (Apto),AVANTE
Silvana Mesquita,Superior completo,5189,Deferido (Apto),PATRI
Silvana Moraes,Superior completo,5051,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Silvano Santos,Ensino Médio completo,3380,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Silvia Nakano,Superior completo,1937,Deferido (Apto),UNIDOS POR SÃO PAULO
Silvia Zamith,Superior completo,4506,Renúncia (Inapto),PSDB-PSD-DEM-PP
Silvinho Zabisky,Ensino Médio completo,2030,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Silvino Roque Russo,Ensino Médio completo,3331,Indeferido com recurso (Apto),Coligação Mobilização Sustentável por São Paulo
Silvio Lopes,Ensino Médio completo,9016,Deferido (Apto),PROS
Silvio Mourão,Superior completo,1253,Indeferido com recurso (Apto),PDT
Silvio Souza,Ensino Médio completo,5081,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Simião Construtor,Ensino Médio completo,3355,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Simone Aparecida Oliveira,Superior completo,5491,Deferido (Apto),PPL
Simone Cardoso,Ensino Médio completo,4075,Deferido com recurso (Apto),"Coligação PSB, PTB, PPS, PSC"
Simone de Arruda,Superior incompleto,3111,Deferido (Apto),UNIDOS POR SÃO PAULO
Simone Machado,Superior incompleto,3323,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Sivaldo de Jesus,Superior completo,7044,Deferido (Apto),AVANTE
Sol,Superior incompleto,2734,Indeferido com recurso (Apto),DC
Solange da Silva,Ensino Médio completo,3332,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Solange Pupo,Superior incompleto,5442,Deferido (Apto),PPL
Sônia Araujo,Ensino Médio completo,7036,Deferido (Apto),AVANTE
Sônia Doin,Superior incompleto,1349,Indeferido com recurso (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Sonia Neves,Ensino Médio completo,2813,Deferido (Apto),PRTB
Sonia Regina Branco,Ensino Fundamental incompleto,5445,Deferido (Apto),PPL
Stela Dalecio,Superior incompleto,1300,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Subtenente,Superior completo,1705,Deferido (Apto),PSL
Subtenente Bruiani,Superior completo,2787,Deferido (Apto),DC
Sulinar Quebra Panela,Superior incompleto,7089,Deferido (Apto),AVANTE
Suzelaine Pedroni,Ensino Médio completo,5161,Deferido (Apto),PATRI
Tabata Amaral,Superior completo,1200,Deferido (Apto),PDT
Taisa Ribas,Superior completo,9076,Deferido (Apto),PROS
Tamara Crema,Superior completo,3029,Deferido (Apto),NOVO
Tanara Beauty,Superior completo,1544,Deferido (Apto),MDB
Tandão,Superior completo,5411,Deferido (Apto),PPL
Tani,Ensino Médio completo,2750,Deferido (Apto),DC
Tania Mara Stamboni,Superior incompleto,5437,Deferido (Apto),PPL
Tatiane Biaggi,Superior completo,4344,Deferido (Apto),PV
Taty Moreira,Superior incompleto,1772,Renúncia (Inapto),PSL
Teka Esteves,Superior incompleto,3630,Deferido (Apto),PTC
Telma de Souza,Superior completo,1304,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Tenente Adauto,Superior completo,2889,Deferido (Apto),PRTB
Tenente Coronel Nusque,Superior completo,1708,Deferido (Apto),PSL
Tenente Derrite,Superior completo,1190,Deferido (Apto),PSDB-PSD-DEM-PP
Tenente Sérgio,Superior completo,2745,Indeferido com recurso (Apto),DC
Teresinha Sindirefeições,Ensino Fundamental completo,1243,Deferido (Apto),PDT
Teresinha Vick,Superior incompleto,1451,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Tereza Sayeg,Superior completo,3043,Deferido (Apto),NOVO
Testinha,Ensino Fundamental completo,7712,Deferido com recurso (Apto),SOLIDARIEDADE
Thais Ferraioli,Superior completo,9068,Deferido (Apto),PROS
Thame,Superior completo,4377,Deferido (Apto),PV
Thayrine da Juventude,Superior incompleto,9062,Deferido (Apto),PROS
Thereza Collor,Superior completo,4560,Deferido (Apto),PSDB-PSD-DEM-PP
Thiago Bello,Superior completo,3090,Deferido (Apto),NOVO
Tia Rai,Ensino Médio completo,2206,Deferido (Apto),PR
Tia Rosa,Ensino Médio completo,4337,Deferido (Apto),PV
Tia Vania,Ensino Fundamental completo,7053,Deferido (Apto),AVANTE
Tiago Rocha,Superior incompleto,3336,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Tião Lixeiro,Ensino Fundamental incompleto,2760,Deferido (Apto),DC
Tide,Ensino Médio completo,7006,Deferido (Apto),AVANTE
Tifanny Abreu,Ensino Médio completo,1570,Deferido (Apto),MDB
Tinha di Ferreira,Superior completo,1441,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Tio Renato Paschoal,Superior incompleto,7074,Deferido (Apto),AVANTE
Tio Zé,Superior completo,4439,Deferido (Apto),PRP
Tiririca,Ensino Fundamental incompleto,2222,Deferido (Apto),PR
Tita do Capão,Ensino Médio incompleto,5033,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Tite da Sucata,Superior completo,1801,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Tomaz Kurashima,Superior completo,4359,Deferido (Apto),PV
Tomazela,Superior completo,3314,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Toninho Colucci,Superior completo,4323,Deferido (Apto),PV
Toninho da Mariflex,Ensino Médio completo,4558,Deferido (Apto),PSDB-PSD-DEM-PP
Toninho Ferramenta,Ensino Médio completo,3322,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Toninho Mineiro,Superior completo,4353,Deferido (Apto),PV
Tony,Superior completo,7020,Deferido (Apto),AVANTE
Tony Brann,Ensino Médio completo,1048,Deferido (Apto),PRB
Torrada,Superior completo,9050,Deferido (Apto),PROS
Truculo,Ensino Médio completo,7069,Deferido (Apto),AVANTE
Tucca do Kiosk 38,Superior incompleto,7738,Deferido (Apto),SOLIDARIEDADE
Tupã - Milton Carlos de Mello,Superior completo,2510,Deferido (Apto),PSDB-PSD-DEM-PP
Udário Pires,Ensino Médio completo,5143,Indeferido com recurso (Apto),PATRI
Ulisses Tavares,Superior completo,3092,Deferido (Apto),NOVO
Ulysses Viana,Superior completo,3101,Deferido (Apto),UNIDOS POR SÃO PAULO
Vaccarezza,Superior completo,7070,Deferido (Apto),AVANTE
Vagner Crusco,Ensino Médio completo,2999,Indeferido com recurso (Apto),PCO
Vagner Pelonha,Superior completo,5108,Deferido (Apto),PATRI
Valdeci de Paula,Superior incompleto,2715,Deferido (Apto),DC
Valdemar Rosendo,Superior completo,2221,Deferido (Apto),PR
Valdomiro Lopes,Superior completo,4040,Deferido com recurso (Apto),"Coligação PSB, PTB, PPS, PSC"
Valeria,Superior incompleto,1455,Renúncia (Inapto),"Coligação PSB, PTB, PPS, PSC"
Valéria Martins,Superior completo,7068,Deferido (Apto),AVANTE
Valerio Graciano,Ensino Médio completo,3305,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Valfrido,Ensino Médio completo,9017,Deferido (Apto),PROS
Valmir Beber,Ensino Fundamental completo,1758,Deferido (Apto),PSL
Valmir Jorge O Pretão,Ensino Médio completo,7747,Deferido (Apto),SOLIDARIEDADE
Valmir Prascidelli,Superior completo,1335,Deferido com recurso (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Valmor,Superior completo,9008,Deferido (Apto),PROS
Vanderlei da Cadersbrás,Ensino Fundamental incompleto,2721,Indeferido com recurso (Apto),DC
Vanderlei Macris,Superior completo,4551,Deferido (Apto),PSDB-PSD-DEM-PP
Vanderlei Miranda,Ensino Fundamental completo,3170,Deferido (Apto),UNIDOS POR SÃO PAULO
Vandir,Superior completo,4319,Deferido (Apto),PV
Vanelli Damo,Superior completo,1020,Renúncia (Inapto),PRB
Vanessa Perreira Dutra,Superior completo,4505,Deferido (Apto),PSDB-PSD-DEM-PP
Vanessa Sales,Superior completo,4405,Deferido (Apto),PRP
Vanessa Simões,Superior completo,5184,Indeferido (Inapto),PATRI
Vasco,Ensino Médio completo,4374,Deferido (Apto),PV
Venceslau,Superior incompleto,7095,Indeferido com recurso (Apto),AVANTE
Venegas do Comex,Superior completo,4527,Deferido (Apto),PSDB-PSD-DEM-PP
Vera Costa,Superior incompleto,3534,Deferido (Apto),UNIDOS POR SÃO PAULO
Vera Fança,Ensino Médio completo,5172,Deferido (Apto),PATRI
Vera Lucia dos Santos,Superior completo,1208,Deferido (Apto),PDT
Vera Lucia Ranu,Ensino Médio completo,2850,Indeferido (Inapto),PRTB
Vera Rezende,Superior completo,4468,Deferido (Apto),PRP
Vera Stefanov,Superior completo,5012,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Vicentinho,Superior completo,1390,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Vicentini,Superior completo,4507,Indeferido com recurso (Apto),PSDB-PSD-DEM-PP
Victor Águia,Ensino Médio completo,1005,Deferido (Apto),PRB
Vigilante  Cícero Castro,Superior incompleto,5422,Deferido (Apto),PPL
Vinicius Azevedo,Superior completo,3383,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Vinicius Carvalho,Superior completo,1085,Deferido (Apto),PRB
Vinicius Marini,Superior incompleto,3033,Deferido (Apto),NOVO
Vinicius Poit,Superior completo,3030,Deferido (Apto),NOVO
Vinícius Souza,Superior completo,2939,Indeferido (Inapto),PCO
Vinicius Valverde,Superior completo,4030,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Virginia Baldan,Superior completo,5015,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Vitão do Cachorrão,Ensino Médio completo,1588,Deferido (Apto),MDB
Vitor Lippi,Superior completo,4510,Deferido (Apto),PSDB-PSD-DEM-PP
Vitor Oliveira,Superior completo,5099,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Vivian da Segurança,Ensino Médio completo,4425,Deferido (Apto),PRP
Vladimir Tanaka,Superior completo,1056,Deferido (Apto),PRB
Vovó Equilibrista,Ensino Médio incompleto,1564,Deferido (Apto),MDB
Vovó Nanci,Ensino Médio completo,7790,Deferido (Apto),SOLIDARIEDADE
Wagner Kanayama,Superior completo,2797,Indeferido com recurso (Apto),DC
Wagner Nespoli,Superior completo,1979,Deferido (Apto),UNIDOS POR SÃO PAULO
Wagner Rigueira,Superior completo,1901,Deferido (Apto),UNIDOS POR SÃO PAULO
Waldemar Cabelo,Superior completo,1560,Deferido (Apto),MDB
Waldir Quintino,Superior completo,2809,Deferido (Apto),PRTB
Wallace,Superior incompleto,2333,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Walter Ihoshi,Superior completo,5599,Deferido (Apto),PSDB-PSD-DEM-PP
Walter Neves,Superior completo,5430,Deferido (Apto),PPL
Walter Sandro,Superior incompleto,4013,Indeferido com recurso (Apto),"Coligação PSB, PTB, PPS, PSC"
Wandemberg,Superior completo,1007,Deferido (Apto),PRB
Wanessa Valverde,Superior completo,1968,Deferido (Apto),UNIDOS POR SÃO PAULO
Washington Grimas,Superior completo,3373,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Wellbabo,Ensino Médio completo,5160,Deferido (Apto),PATRI
Wellington Dias,Superior completo,5420,Deferido (Apto),PPL
Wellington Nogueira,Superior completo,1808,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Wick Manfrinato,Superior completo,4322,Deferido (Apto),PV
William Teixeira,Superior completo,3325,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Willians do Gás,Superior completo,1423,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Willians Rocha - Ze Bonitinho,Superior completo,3652,Deferido (Apto),PTC
Willyan Johnes,Ensino Médio completo,4470,Deferido (Apto),PRP
Wilson Cerqueira,Ensino Médio completo,1334,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Wilson de Oliveira,Superior completo,5182,Deferido (Apto),PATRI
Wilson Dias,Ensino Fundamental incompleto,1581,Deferido (Apto),MDB
Wilson Mendes,Superior completo,5425,Deferido (Apto),PPL
Wilson Ribeiro,Superior completo,1620,Deferido (Apto),PSTU
Wyllian Barbosa,Superior completo,9065,Deferido (Apto),PROS
Xandão Negri,Ensino Médio incompleto,4357,Deferido (Apto),PV
Xandó do Volei,Superior incompleto,4002,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Ximenes Junior,Superior completo,4504,Deferido (Apto),PSDB-PSD-DEM-PP
Ya Paula Daniela,Superior completo,4429,Deferido (Apto),PRP
Ygor Bueno,Superior incompleto,1523,Deferido (Apto),MDB
Yuri Abyaza Costa,Superior incompleto,5469,Deferido (Apto),PPL
Yves Carbinatti,Superior completo,2300,Deferido (Apto),"Coligação PSB, PTB, PPS, PSC"
Zé Alexandre,Superior completo,4313,Deferido (Apto),PV
Ze Amiguinho,Ensino Médio incompleto,1262,Deferido (Apto),PDT
Zé Carlos,Superior incompleto,9092,Deferido (Apto),PROS
Zé da Bruel,Superior completo,1229,Deferido (Apto),PDT
Ze da Estrada,Ensino Fundamental completo,3646,Indeferido com recurso (Apto),PTC
Zé do Carmo,Ensino Fundamental completo,5060,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Zé Gustavo,Superior completo,1819,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Zé Luiz,Ensino Médio completo,7799,Deferido (Apto),SOLIDARIEDADE
Zé Luiz Queiroz,Superior completo,4525,Deferido (Apto),PSDB-PSD-DEM-PP
Zezinho,Ensino Médio completo,1339,Deferido (Apto),SÃO PAULO DO TRABALHO  E DE OPORTUNIDADES
Zezinho Cabelereiro,Ensino Médio completo,5188,Deferido (Apto),PATRI
Zilda do Leite,Ensino Fundamental completo,1565,Deferido (Apto),MDB
