Nome,Escolaridade,Número,Aptidão,Coligação
Gê Barros,Superior completo,31777,Deferido (Apto),RENOVAÇÃO 
Vaguinho Cajamar,Ensino Fundamental completo,17075,Deferido (Apto),PSL
Valdecir Toschi,Ensino Médio completo,19988,Deferido (Apto),PODE
Valdemar Filho,Ensino Médio completo,51533,Deferido (Apto),PATRI
Valdemir Ferreira,Ensino Médio completo,70797,Deferido (Apto),AVANTE
Valdemir Sartori,Ensino Médio completo,90100,Deferido (Apto),PROS
Valdir Gomes,Ensino Médio completo,17025,Deferido (Apto),PSL
Gustavo Coelho,Superior completo,31789,Deferido (Apto),RENOVAÇÃO 
Valdireny de Mira da Silva,Ensino Médio incompleto,31322,Deferido (Apto),RENOVAÇÃO 
Valdívio Lima,Ensino Médio completo,70121,Deferido (Apto),AVANTE
Gustavo Fargiani,Superior completo,31651,Deferido (Apto),RENOVAÇÃO 
Valentim do Forro,Ensino Fundamental incompleto,51351,Deferido (Apto),PATRI
Valéria,Superior incompleto,15556,Deferido (Apto),MDB
Helena Gomes,Superior completo,31660,Deferido (Apto),RENOVAÇÃO 
Ionita,Superior completo,31001,Deferido (Apto),RENOVAÇÃO 
Irmã Anita,Superior completo,35777,Deferido (Apto),RENOVAÇÃO 
Juarez Solana,Superior completo,31043,Deferido (Apto),RENOVAÇÃO 
Valmir do Mtsu,Ensino Médio completo,28014,Deferido (Apto),PRTB
Juaveiro,Superior completo,31019,Deferido (Apto),RENOVAÇÃO 
Juiz Gandini,Superior completo,31456,Deferido (Apto),RENOVAÇÃO 
Vandeci Laurentino,Ensino Médio completo,51394,Deferido (Apto),PATRI
Kátia Torba,Superior completo,31164,Deferido (Apto),RENOVAÇÃO 
Vanderlino Machado,Ensino Fundamental completo,27299,Deferido (Apto),DC
Vanessa Alves,Ensino Fundamental completo,17022,Deferido (Apto),PSL
Vanessa Orsini,Superior incompleto,45121,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Kelly Estefano,Superior completo,31017,Deferido (Apto),RENOVAÇÃO 
Letivan Carvalho,Superior completo,31113,Deferido (Apto),RENOVAÇÃO 
Veloso,Ensino Médio completo,77787,Deferido (Apto),SOLIDARIEDADE
Vera de Cumbica,Superior incompleto,12091,Deferido (Apto),PDT
Major Cardoso,Superior completo,31199,Deferido (Apto),RENOVAÇÃO 
Vera Donda,Ensino Fundamental incompleto,77144,Deferido (Apto),SOLIDARIEDADE
Marcos Prezença,Superior completo,31028,Deferido (Apto),RENOVAÇÃO 
Mario Trunci,Superior completo,31100,Deferido (Apto),RENOVAÇÃO 
Vera Lucia Loura,Ensino Médio incompleto,44944,Deferido (Apto),PRP
Michel Henrique,Superior completo,31373,Deferido (Apto),RENOVAÇÃO 
Nelsinho Ferreira,Superior completo,31005,Deferido (Apto),RENOVAÇÃO 
Veruska Rodrigues,Ensino Fundamental completo,17034,Deferido (Apto),PSL
Neto Nepomuceno,Superior completo,31977,Deferido (Apto),RENOVAÇÃO 
Noeli Maester,Superior completo,31311,Deferido (Apto),RENOVAÇÃO 
Paulo Mansur,Superior completo,31000,Deferido (Apto),RENOVAÇÃO 
Paulo Paulinho,Superior completo,31026,Deferido (Apto),RENOVAÇÃO 
Vinicius Santos,Ensino Médio completo,51037,Deferido (Apto),PATRI
Vinil,Ensino Médio completo,18081,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Virginia Gonzalez,Ensino Médio completo,90444,Deferido (Apto),PROS
Vitão Riccomini,Superior incompleto,17678,Deferido (Apto),PSL
Polita Teixeira,Superior completo,31040,Deferido (Apto),RENOVAÇÃO 
Vitrolinha,Ensino Médio incompleto,19600,Deferido (Apto),PODE
Vivian Albuquerque,Ensino Médio completo,77021,Deferido (Apto),SOLIDARIEDADE
Prof. Marcio Silva,Superior completo,31002,Deferido (Apto),RENOVAÇÃO 
Vô,Ensino Fundamental completo,77135,Deferido (Apto),SOLIDARIEDADE
Vovó Ana da Liberdade,Ensino Médio completo,90033,Deferido (Apto),PROS
Vovó Lourdes,Ensino Médio incompleto,90204,Deferido (Apto),PROS
Ramon Bertoni,Superior completo,31611,Deferido (Apto),RENOVAÇÃO 
Wagner Gomes,Ensino Médio completo,77121,Deferido (Apto),SOLIDARIEDADE
Regina Pontes,Superior completo,31401,Deferido (Apto),RENOVAÇÃO 
Waldir Lima,Ensino Fundamental completo,31222,Deferido (Apto),RENOVAÇÃO 
Ricardo Holz,Superior completo,31349,Deferido (Apto),RENOVAÇÃO 
Walter Bonetti,Ensino Fundamental completo,44088,Deferido (Apto),PRP
Rosália Mais Saúde,Superior completo,35022,Deferido (Apto),RENOVAÇÃO 
Roseli Campos,Superior completo,31972,Deferido (Apto),RENOVAÇÃO 
Wanda Cavalcante,Ensino Fundamental completo,33900,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Wander Ribeiro,Ensino Médio completo,35853,Deferido (Apto),RENOVAÇÃO 
Wanderley Favila,Ensino Fundamental incompleto,51440,Deferido (Apto),PATRI
Rosi Ceschini,Superior completo,35163,Deferido (Apto),RENOVAÇÃO 
Washington Cardoso (Tom),Ensino Médio completo,51158,Deferido (Apto),PATRI
Sandro Coelho,Superior completo,35055,Deferido (Apto),RENOVAÇÃO 
Wellington Moura,Ensino Médio completo,10111,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
Wellington Nobre,Ensino Fundamental completo,90312,Deferido (Apto),PROS
Sidney de Oliveira,Superior completo,31118,Deferido (Apto),RENOVAÇÃO 
Sira,Superior completo,35010,Deferido (Apto),RENOVAÇÃO 
Sônia Sangue Novo,Superior completo,31023,Deferido (Apto),RENOVAÇÃO 
Talitha Cicilini,Superior completo,31550,Deferido (Apto),RENOVAÇÃO 
William Affonso,Ensino Fundamental completo,10600,Deferido (Apto),PSDB-PSD-DEM-PP-PRB
William Andrade,Ensino Médio completo,44040,Deferido (Apto),PRP
Teresa Landucci,Superior completo,35456,Deferido (Apto),RENOVAÇÃO 
Willian Galvão,Ensino Médio completo,51479,Deferido (Apto),PATRI
Tiago Santana,Superior completo,31006,Deferido (Apto),RENOVAÇÃO 
Ulisses Sales,Superior completo,31313,Deferido (Apto),RENOVAÇÃO 
Vinícius Pescoço,Superior completo,31201,Deferido (Apto),RENOVAÇÃO 
Walter Ciglioni,Superior completo,31009,Deferido (Apto),RENOVAÇÃO 
William Sashida,Superior completo,31650,Deferido (Apto),RENOVAÇÃO 
Wlad Caqui,Ensino Fundamental completo,44728,Deferido (Apto),PRP
Wlademir Silva,Ensino Médio completo,19090,Deferido (Apto),PODE
Heleninha Souza,Superior completo,31385,Indeferido com recurso (Apto),RENOVAÇÃO 
Paulo Sérgio Moro,Superior completo,31600,Indeferido com recurso (Apto),RENOVAÇÃO 
Xênia Star Drag,Ensino Médio completo,43024,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
Yá Gilda,Superior incompleto,33661,Deferido (Apto),Coligação Mobilização Sustentável por São Paulo
Alexya Salvador,Superior completo,50002,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Ana Mielke,Superior completo,50075,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Anderson Severiano,Superior completo,50000,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Zé Alves,Superior incompleto,20964,Deferido (Apto),"Coligação PSB, PTB, PV, PSC, PPS"
André Sapanos,Superior completo,50678,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Zé Brito,Ensino Fundamental completo,90112,Deferido (Apto),PROS
Zé Carlos - Jogador,Superior incompleto,22013,Deferido (Apto),PR
Zé do Leite,Ensino Médio completo,77890,Deferido (Apto),SOLIDARIEDADE
Ze Maria,Ensino Médio completo,36888,Deferido (Apto),PTC
Zé Pellin,Ensino Médio completo,28051,Deferido (Apto),PRTB
Zé Roberto,Superior incompleto,90233,Deferido (Apto),PROS
Zé Turin,Ensino Médio completo,31800,Deferido (Apto),RENOVAÇÃO 
Zenaide,Ensino Médio completo,44047,Deferido (Apto),PRP
Zênia da Enfermagem,Ensino Médio completo,70141,Deferido (Apto),AVANTE
Zezé da Saúde,Ensino Médio completo,22223,Deferido (Apto),PR
Bruno Lozzi,Superior completo,50190,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Adolfo Quintas,Ensino Médio completo,55222,Deferido com recurso (Apto),PSDB-PSD-DEM-PP-PRB
Carlão Pignatari,Ensino Médio completo,45232,Deferido com recurso (Apto),PSDB-PSD-DEM-PP-PRB
Carlos Giannazi,Superior completo,50789,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Cida Barreto,Ensino Médio completo,22215,Deferido com recurso (Apto),PR
Cássio Nascimento,Superior completo,50077,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Djalma Nery,Superior completo,50450,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Dorival Borelli,Superior completo,50040,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Dr Hermenegildo,Superior completo,50950,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Jota Jatoba,Ensino Médio completo,44091,Deferido com recurso (Apto),PRP
Edinaldo Macedo,Superior completo,50013,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Ely Ito,Superior completo,50420,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Ramalho da Construção,Superior incompleto,45122,Deferido com recurso (Apto),PSDB-PSD-DEM-PP-PRB
Érica Malunguinho da Silva,Superior completo,50888,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Adailton Barreto,Ensino Fundamental incompleto,36338,Indeferido (Inapto),PTC
Adalgiza Gonçalves,Ensino Fundamental incompleto,70044,Indeferido (Inapto),AVANTE
Alessandra Costa,Ensino Médio completo,33990,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Alvaro Ferreira,Ensino Fundamental completo,33330,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Amanda Frugoli,Ensino Médio completo,70067,Indeferido (Inapto),AVANTE
Ananda Vieira,Ensino Fundamental incompleto,17023,Indeferido (Inapto),PSL
Anderson Bittante,Superior incompleto,28013,Indeferido (Inapto),PRTB
Ernesto Pichler,Superior completo,21100,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Fabiano Melodia,Superior completo,50700,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Fernando Ferreira,Superior completo,50501,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Andreia Bezerra,Ensino Médio completo,33400,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Andressa Pires,Ensino Médio completo,33099,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Angelo Marcos,Ensino Médio incompleto,54055,Indeferido (Inapto),PPL
Francisco Mestre,Superior completo,50090,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Aparecida Candida de Moura,Ensino Médio completo,36001,Indeferido (Inapto),PTC
Gisele Vieira,Superior completo,50456,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Arlindo Juliel,Superior incompleto,27300,Indeferido (Inapto),DC
Bicudo,Ensino Médio incompleto,27548,Indeferido (Inapto),DC
Bokinha do Maringá,Ensino Fundamental completo,13013,Indeferido (Inapto),PT
Bruno Felicio,Superior incompleto,13120,Indeferido (Inapto),PT
Carlinhos Trajano,Ensino Médio completo,44116,Indeferido (Inapto),PRP
Carlos da C.a.s.,Ensino Fundamental incompleto,51447,Indeferido (Inapto),PATRI
Isa Penna,Superior completo,50180,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Celio de Souza,Superior incompleto,13775,Indeferido (Inapto),PT
Chiquinho do Transporte,Ensino Fundamental incompleto,51457,Indeferido (Inapto),PATRI
Cidinha Paulino,Ensino Médio completo,90247,Indeferido (Inapto),PROS
Cleo Alves,Ensino Médio incompleto,50600,Indeferido (Inapto),SEM MEDO DE MUDAR SÃO PAULO
Cristiane dos Santos,Ensino Fundamental completo,70021,Indeferido (Inapto),AVANTE
Iuri Muniz,Superior completo,50800,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Danilo Renova,Ensino Médio completo,27686,Indeferido (Inapto),DC
Danubia Sales,Ensino Médio completo,70032,Indeferido (Inapto),AVANTE
Denise Assunção,Ensino Fundamental completo,13271,Indeferido (Inapto),PT
Jéssica Candidatura Coletiva,Superior completo,50012,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
João Paulo Rillo,Superior completo,50123,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Eder Garcia Soares Viterbo,Ensino Fundamental completo,35222,Indeferido (Inapto),RENOVAÇÃO 
Eder Jofre-Edinho,Superior incompleto,44448,Indeferido (Inapto),PRP
Eleita Magalhães,Lê e escreve,70089,Indeferido (Inapto),AVANTE
Elias Prestes,Superior incompleto,51962,Indeferido (Inapto),PATRI
Juninho,Superior completo,50070,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Leo Alves,Superior completo,50333,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Érica Alves,Lê e escreve,70740,Indeferido (Inapto),AVANTE
Faria,Ensino Médio completo,13626,Indeferido (Inapto),PT
Fernanda Santos,Ensino Médio completo,13700,Indeferido (Inapto),PT
Fernando Santos,Superior incompleto,33000,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Luquinha Atleta,Superior completo,50150,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Madalena Santos,Superior completo,50234,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Gil,Ensino Médio incompleto,33160,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Maira Machado,Superior completo,50222,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Graça Silva,Ensino Médio completo,36105,Indeferido (Inapto),PTC
Izabel Carneiro,Lê e escreve,70710,Indeferido (Inapto),AVANTE
Jamanta,Ensino Fundamental incompleto,70765,Indeferido (Inapto),AVANTE
Jamila Coimbra,Ensino Fundamental completo,17019,Indeferido (Inapto),PSL
João Francisco,Ensino Médio completo,44449,Indeferido (Inapto),PRP
Joaquim Manuel da Boate Azul,Ensino Fundamental completo,15400,Indeferido (Inapto),MDB
Jonas Borges Romero,Ensino Fundamental incompleto,33131,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Jose Ailton,Ensino Fundamental incompleto,36901,Indeferido (Inapto),PTC
Jose Couto,Lê e escreve,33444,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
José Luis Kabelo,Ensino Fundamental incompleto,51075,Indeferido (Inapto),PATRI
Mandato Coletivo Feminino,Superior completo,50007,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Leda Maria,Ensino Médio completo,15012,Indeferido (Inapto),MDB
Luciana Loira da,Ensino Médio completo,54008,Indeferido (Inapto),PPL
Magali Caveden,Ensino Fundamental incompleto,33999,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Manoel de Itaquera,Lê e escreve,33733,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Marcia Patriota,Ensino Médio completo,51161,Indeferido (Inapto),PATRI
Marco Augusto,Ensino Médio completo,19051,Indeferido (Inapto),PODE
Marcos França,Ensino Médio incompleto,27123,Indeferido (Inapto),DC
Maria Altamira,Ensino Fundamental incompleto,70334,Indeferido (Inapto),AVANTE
Maria do Socorro,Ensino Médio completo,33660,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Marcelo Reina,Superior completo,50133,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Marcia Rubiano,Superior completo,50666,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Marcos Latino,Superior completo,50620,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Marina Mafra,Ensino Médio incompleto,27700,Indeferido (Inapto),DC
Michele Oliveira,Ensino Médio completo,90444,Indeferido (Inapto),PROS
Miqueias Lima,Ensino Médio completo,28828,Indeferido (Inapto),PRTB
Maria do Carmo Professora Duca,Superior completo,50225,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
O Aviãozinho dos Teclados,Ensino Fundamental completo,28878,Indeferido (Inapto),PRTB
Odenildo Braga,Ensino Fundamental completo,27345,Indeferido (Inapto),DC
Mariana Conti,Superior completo,50100,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Pastor Jozimar Morais,Ensino Médio completo,33465,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Patricia Garcia,Ensino Médio incompleto,19223,Indeferido (Inapto),PODE
Mestre Rodrigo,Superior completo,50039,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Renan,Ensino Médio completo,70025,Indeferido (Inapto),AVANTE
Ricardo Santos,Ensino Médio completo,36999,Indeferido (Inapto),PTC
Monica da Bancada Ativista,Superior completo,50900,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Roberto de Oliveira Rosa,Ensino Médio completo,51167,Indeferido (Inapto),PATRI
Rodrigo Ramos,Superior incompleto,28060,Indeferido (Inapto),PRTB
Ronaldo Rodrigues (Tio Rona),Ensino Fundamental completo,70900,Indeferido (Inapto),AVANTE
Rosiane Ferreira,Ensino Fundamental completo,70090,Indeferido (Inapto),AVANTE
Sandra Botasim,Superior incompleto,22645,Indeferido (Inapto),PR
Sergio Costa,Ensino Médio completo,90140,Indeferido (Inapto),PROS
Paulo Bufalo,Superior completo,50777,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Stefânia Salviati,Superior incompleto,15011,Indeferido (Inapto),MDB
Tarsis,Ensino Médio completo,36012,Indeferido (Inapto),PTC
Pedro Teruji,Superior completo,50350,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Tereza,Ensino Médio incompleto,44247,Indeferido (Inapto),PRP
Terezinha Maia,Ensino Médio completo,90122,Indeferido (Inapto),PROS
Prof. Sidnei,Superior completo,50479,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Thifany Felix,Ensino Médio completo,35035,Indeferido (Inapto),RENOVAÇÃO 
Tiago Armani,Ensino Médio completo,18357,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Tony Rodrigues Cabelos,Ensino Médio completo,54054,Indeferido (Inapto),PPL
Uidi Madi,Superior incompleto,12223,Indeferido (Inapto),PDT
Professor Alexandre Pinheiro,Superior completo,50001,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Valmir do Parque Meia Lua,Ensino Fundamental incompleto,27630,Indeferido (Inapto),DC
Professor Joao Zafalao,Superior completo,50300,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Vanessa Leal,Superior incompleto,27555,Indeferido (Inapto),DC
Viviane de Paula,Ensino Médio completo,27307,Indeferido (Inapto),DC
Wilson Abdalla,Superior incompleto,15098,Indeferido (Inapto),MDB
Wilson de Jesus,Ensino Fundamental incompleto,33833,Indeferido (Inapto),Coligação Mobilização Sustentável por São Paulo
Zé do Galo,Ensino Fundamental completo,27009,Indeferido (Inapto),DC
Adolph de Almeida,Superior incompleto,27890,Indeferido com recurso (Apto),DC
"Ale Azevedo, O Palhaço Charles",Superior incompleto,13000,Indeferido com recurso (Apto),PT
Professor Maykon Santos,Superior completo,50018,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Professor Ronaldo,Superior completo,50019,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Anizio  Tavares,Ensino Médio completo,27190,Indeferido com recurso (Apto),DC
Antonio Carlos Borges,Ensino Fundamental completo,33533,Indeferido com recurso (Apto),Coligação Mobilização Sustentável por São Paulo
Antonio Carlos Borges,Ensino Fundamental completo,33533,Indeferido com recurso (Apto),Coligação Mobilização Sustentável por São Paulo
Professor Sandrão,Superior completo,50999,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Augusto Saraiva,Superior incompleto,29729,Indeferido com recurso (Apto),PCO
Bia Xavier,Ensino Médio completo,27321,Indeferido com recurso (Apto),DC
Carlinhos Polisel,Ensino Médio completo,17084,Indeferido com recurso (Apto),PSL
Carlos Cardoso,Ensino Fundamental incompleto,12033,Indeferido com recurso (Apto),PDT
Chiquinho Luz,Superior incompleto,27160,Indeferido com recurso (Apto),DC
Cibele Xavier,Ensino Médio completo,27567,Indeferido com recurso (Apto),DC
Professora Cristiane Gandolfi,Superior completo,50518,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Cris Pinheiro,Ensino Médio completo,27607,Indeferido com recurso (Apto),DC
Professora Rejane,Superior completo,50750,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Daniel Caldeira,Ensino Fundamental completo,36075,Indeferido com recurso (Apto),PTC
Professora Rosana,Superior completo,50321,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Décio Tupete,Superior incompleto,31831,Indeferido com recurso (Apto),RENOVAÇÃO 
Professora Valeria Mauricio,Superior completo,50235,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Raul Marcelo,Superior completo,50550,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Regis Marques,Superior completo,50036,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Sara Vieira,Superior completo,50250,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Elizabeth Resende,Superior incompleto,17968,Indeferido com recurso (Apto),PSL
Elvira Vaz de Lima,Ensino Fundamental completo,27089,Indeferido com recurso (Apto),DC
Enfermeiro Soares,Ensino Fundamental completo,19511,Indeferido com recurso (Apto),PODE
Freitas,Ensino Médio completo,16666,Indeferido com recurso (Apto),PSTU
Tamires Arantes,Superior completo,50005,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Thyago Tyrfang Marcondes,Superior completo,50021,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Todd Tomorrow,Superior completo,50505,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Toninho Vespoli,Superior completo,50650,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Guedes,Ensino Médio completo,31633,Indeferido com recurso (Apto),RENOVAÇÃO 
Hamilton Piassi,Ensino Médio completo,12250,Indeferido com recurso (Apto),PDT
Valdir Uchoa,Superior completo,50197,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Janaina Crisp,Ensino Médio completo,36011,Indeferido com recurso (Apto),PTC
Jessika Gomes,Ensino Médio completo,35024,Indeferido com recurso (Apto),RENOVAÇÃO 
Jô,Ensino Médio completo,19699,Indeferido com recurso (Apto),PODE
Joao Carlos Moraes,Ensino Fundamental incompleto,33433,Indeferido com recurso (Apto),Coligação Mobilização Sustentável por São Paulo
Wlisses Daniel,Superior completo,50720,Deferido (Apto),SEM MEDO DE MUDAR SÃO PAULO
Fábio Ferraz,Superior completo,50875,Renúncia (Inapto),SEM MEDO DE MUDAR SÃO PAULO
Alexandre Pereira,Superior completo,77777,Deferido (Apto),SOLIDARIEDADE
José Bento,Ensino Médio completo,35000,Indeferido com recurso (Apto),RENOVAÇÃO 
Aline Moura,Superior completo,77987,Deferido (Apto),SOLIDARIEDADE
André Paladino,Superior completo,77077,Deferido (Apto),SOLIDARIEDADE
Joseane Ramos,Ensino Médio completo,27141,Indeferido com recurso (Apto),DC
Carlão da Alimentação,Superior completo,77747,Deferido (Apto),SOLIDARIEDADE
Jurandir do Amorim,Ensino Fundamental completo,28070,Indeferido com recurso (Apto),PRTB
Kaká Bueno,Superior incompleto,55088,Indeferido com recurso (Apto),PSDB-PSD-DEM-PP-PRB
Carlos Balado,Superior completo,77222,Deferido (Apto),SOLIDARIEDADE
Madeira,Ensino Médio completo,28919,Indeferido com recurso (Apto),PRTB
Mara Castro,Ensino Fundamental completo,27888,Indeferido com recurso (Apto),DC
David Martins,Superior completo,77123,Deferido (Apto),SOLIDARIEDADE
Marrom Cunha,Ensino Médio incompleto,31850,Indeferido com recurso (Apto),RENOVAÇÃO 
Diego Lugano,Superior completo,77900,Deferido (Apto),SOLIDARIEDADE
Mauro Imoveis,Ensino Médio completo,35007,Indeferido com recurso (Apto),RENOVAÇÃO 
Mestre Henrique,Superior incompleto,31115,Indeferido com recurso (Apto),RENOVAÇÃO 
Dináh,Superior completo,77889,Deferido (Apto),SOLIDARIEDADE
Naná,Ensino Médio completo,77242,Indeferido com recurso (Apto),SOLIDARIEDADE
Nassib Moreira,Ensino Médio completo,36252,Indeferido com recurso (Apto),PTC
Natália Pimenta,Superior incompleto,29129,Indeferido com recurso (Apto),PCO
Neo Viana,Ensino Fundamental completo,36123,Indeferido com recurso (Apto),PTC
Orestes Neto,Ensino Médio completo,33123,Indeferido com recurso (Apto),Coligação Mobilização Sustentável por São Paulo
Dr. Nivaldo,Superior completo,77192,Deferido (Apto),SOLIDARIEDADE
Oswaldo Vadão,Ensino Fundamental completo,35015,Indeferido com recurso (Apto),RENOVAÇÃO 
Palhacinho Pimpão,Ensino Fundamental incompleto,31721,Indeferido com recurso (Apto),RENOVAÇÃO 
Pastor Fabio,Ensino Médio completo,27339,Indeferido com recurso (Apto),DC
Pastor José Pires,Ensino Fundamental completo,22320,Indeferido com recurso (Apto),PR
Pastora Roseli Nascimento,Ensino Fundamental completo,36140,Indeferido com recurso (Apto),PTC
Paulo Gaúcho,Superior incompleto,13889,Indeferido com recurso (Apto),PT
Dr. Sidney Cruz,Superior completo,77002,Deferido (Apto),SOLIDARIEDADE
Pele da Fiel,Ensino Médio completo,36336,Indeferido com recurso (Apto),PTC
Poeta Erivaldo da Silva,Ensino Fundamental completo,65353,Indeferido com recurso (Apto),PC do B
Dra. Flor,Superior completo,77154,Deferido (Apto),SOLIDARIEDADE
Raquel Resende,Ensino Médio completo,17557,Indeferido com recurso (Apto),PSL
Rei Amir,Ensino Médio completo,28193,Indeferido com recurso (Apto),PRTB
Sandra Domingos,Ensino Médio completo,54567,Indeferido com recurso (Apto),PPL
Solange do Mstu,Ensino Médio completo,28011,Indeferido com recurso (Apto),PRTB
Dra. Telma Gobbi,Superior completo,77100,Deferido (Apto),SOLIDARIEDADE
Valdir Flausino,Ensino Fundamental incompleto,31183,Indeferido com recurso (Apto),RENOVAÇÃO 
Vilela,Ensino Médio completo,27899,Indeferido com recurso (Apto),DC
Wagner Monte,Ensino Médio completo,27147,Indeferido com recurso (Apto),DC
Washington Carvalho,Superior incompleto,33940,Indeferido com recurso (Apto),Coligação Mobilização Sustentável por São Paulo
Roberto Francisco,Superior incompleto,18138,Pendente de julgamento (Apto),Coligação Mobilização Sustentável por São Paulo
Edison Junior,Superior completo,77700,Deferido (Apto),SOLIDARIEDADE
Alcinea,Ensino Médio completo,65652,Renúncia (Inapto),PC do B
Georges Habib,Superior completo,77147,Deferido (Apto),SOLIDARIEDADE
Geraldo de Souza,Superior completo,77178,Deferido (Apto),SOLIDARIEDADE
Andresa Furini,Superior incompleto,13631,Renúncia (Inapto),PT
Carlão Loco,Ensino Médio completo,19511,Renúncia (Inapto),PODE
Geraldo Oliveira,Superior completo,77111,Deferido (Apto),SOLIDARIEDADE
Isa Godoy,Superior completo,77063,Deferido (Apto),SOLIDARIEDADE
Cristiano Ursulini,Lê e escreve,51002,Renúncia (Inapto),PATRI
Dico,Ensino Médio incompleto,90600,Renúncia (Inapto),PROS
Edison Ribeiro,Ensino Fundamental completo,17112,Renúncia (Inapto),PSL
Edlamar Siqueira,Ensino Médio completo,33133,Renúncia (Inapto),Coligação Mobilização Sustentável por São Paulo
Eduardo Lessa,Ensino Médio completo,65114,Renúncia (Inapto),PC do B
Manoel Conceição,Superior completo,77160,Deferido (Apto),SOLIDARIEDADE
Fabiula Bonacin,Ensino Médio incompleto,51101,Renúncia (Inapto),PATRI
